text,clean_text,label
"Pas dia ngomong gtu km langsung diem ya nuy, kikuk gtu pasti diomongin kek gtu",pas dia ngomong gtu kamu langsung diem ya nuy kikuk gtu pasti diomongin kek gtu,0
"Tiga kali juga dil, april, juli, sama okt",tiga kali juga dil april juli sama okt,0
Buruan Download & Registrasi myCare di http://bit.ly/mycarepLy dan dapatkan Promo 10GB (4G) di Paket Freedoom M & L dengan harga khusus HANYA HARI INI.,buruan download registrasi mycare di link dan dapatkan promo 10gb 4g di paket freedoom m l dengan harga khusus hanya hari ini,1
"Butuh Piknik?Ada nih liburan GRATIS ke Hongkong!Cara:Pake pulsa AXIS di HP Androidmu buat transaksi sebanyak2nya items Pokemon Go,BIGO,COC, dll!Info838 LD328",butuh piknik ada ini liburan gratis ke hongkong cara pake pulsa axis di handphone androidmu untuk transaksi sebanyak2nya items pokemon go bigo coc dll info838 ld328,1
"Selamat siang, mau reservasi bandros perorangan apakah bisa?",selamat siang mau reservasi bandros perorangan apakah bisa,0
Temen * yg lain bisa juga ya di undang ke grup ini,temen yang lain bisa juga ya di undang ke grup ini,0
Nanti aku push aja ya kuota modem lg hbs,nanti saya push saja ya kuota modem lagi hbs,0
"Aku ga enak euy bilang ke adiknya, adiknya pengen ke pvj nama1  :(",saya tidak enak euy bilang ke adiknya adiknya pengen ke pvj nama1,0
Maaf Anda tidak bisa mengaktifkan paket FLASH ini karena nomor anda tidak terdaftar,maaf anda tidak bisa mengaktifkan paket flash ini karena nomor anda tidak terdaftar,0
"RAWIT Kuotanya Bagus, Harganya Khusus. AYO isi ulang kartu AXIS kamu sekarang, pastikan besok ikut promo Rabu RAWIT. Info838. LD299",rawit kuotanya bagus harganya khusus ayo isi ulang kartu axis kamu sekarang pastikan besok ikut promo rabu rawit info838 ld299,1
Itu namanya ap nur? Tokopedi bukalapak lumayan laa complete walopun kw sejenis,itu namanya ap nur tokopedi bukalapak lumayan laa complete walopun kw sejenis,0
Slmt!!No anda Mendpt hadiah Rp.75jt.dari TELKOMSELpoin Diundi tadi mlm Pukul.23:30.wib Di RCTI.info Hub: 085217777509 Drs.H.SRIANTO Pengirim: +777,selamat no anda mendpt hadiah rupiah 75jt dari telkomselpoin diundi tadi mlm pukul 23 30 wib di rcti informasi hubungi 0852177509 drs h srianto pengirim 77,1
"PESAN RESMI DARI PT3CARE berkat isi ulang pulsa No. anda RESMI mendapatkan hadiah.Rp. 100 juta dari 3CARE dengan PIN. pemenang anda (b8337h9) u/info klik, www.hadiahlpt3care959.blogspot.com",pesan resmi dari pt3care berkat isi ulang pulsa no anda resmi mendapatkan hadiah rupiah 100 juta dari 3care dengan pin pemenang anda b8337h9 untuk informasi klik link,1
Mau Nissan Juke?Ayo beli POPMIE skrg dan kirim kodenya di *200*200*Kodeuniq# siapa tahu kamu pemenangnya.Hati2 penipuan CS:02171790989 klik http://goo.gl/dm7PK,mau nissan juke ayo beli popmie sekarang dan kirim kodenya di 200 200 kodeuniq siapa tahu kamu pemenangnya hati2 penipuan cs 02171790989 klik link,1
"saya td pagi juga dapat sms. PT.TRI.3SimCard anda Resmi M-dptkan Hadiah HONDA JAZZ Rs. Kode Pin:477BFG7S, Info Hub:089606490199 KLIK:www.pusat-tri.blogspot.com",saya tadi pagi juga dapat sms pt tri 3simcard anda resmi m dptkan hadiah honda jazz rs kode pin 477bfg7s informasi hubungi 089606490199 klik link,1
Isi ulang Pulsa Rp.5000 Regular oleh PUTERA SUKSES pada 11/02 19:57.Ref:78330280.GRATIS PULSA sd 250rb hg 7Hr 7Mlm.Ktk:GRATIS krm ke 123,isi ulang pulsa rupiah 500 regular oleh putera sukses pada 11 02 19 57 ref 78330280 gratis pulsa sd 250rb hg 7hr 7mlm ktk gratis krm ke 123,1
Slmt!! No anda Mendpt hadiah Rp. 75 juta. dari TELKOMSEL poin. Diundi tadi mlm Pukul 23:30.wib Di RCTI.Info Hub : 085377177138.IR. SERIANTO. Pengirim : *777,selamat no anda mendpt hadiah rupiah 75 juta dari telkomsel poin diundi tadi mlm pukul 23 30 wib di rcti informasi hubungi 085377177138 ir serianto pengirim 77,1
Boleh nitip coklat ke alhuda?,boleh nitip coklat ke alhuda,0
"Eh di kosan nama1 maksudnya, buat temen nama1 , buat september",eh di kosan nama1 maksudnya untuk temen nama1 untuk september,0
Nasabah yth.rekning tbungn anda ERROR&hrus di monitor ulang agar bisa di gunakn kmbli.maaf sblum ke kntor hrap hub pk ARYADHI dlu di.0816288602.tks,nasabah yang terhormat rekning tbungn anda error hrus di monitor ulang agar bisa di gunakn kmbli maaf sblum ke kntor hrap hubungi pk aryadhi dlu di 0816288602 tks,1
"ya nggk jd masalh, toh model bisa diload dicontroler mana aja kan?",ya nggk jd masalh toh model bisa diload dicontroler mana saja kan,0
Jumlah poin Anda s.d tgl 16/08/16 : 18 poin. Anda termasuk dalam kategori RED. Masa berlaku poin s.d 31 Des 2016,jumlah poin anda s d tgl 16 08 16 18 poin anda termasuk dalam kategori red masa berlaku poin s d 31 des 2016,0
Kalau pertable emg lbh rapih laporan sih mad cuman bingung kalau pertable kdgkan ada yg dipake didr bbrp table gmn tuh mad?,kalau pertable emg lbh rapih laporan sih mad cuman bingung kalau pertable kdgkan ada yang dipake didr bbrp table gmn tuh mad,0
Aku bawa daging yg dah direbus gapapa? Yg mentah tinggal tulang2an wkwk,saya bawa daging yang dah direbus gapapa yang mentah tinggal tulang2an tertawa,0
Ini rekeningnya mandiri : 900-00-1037951-0 a.n reza prasetya,ini rekeningnya mandiri 900 00 1037951 0 a n reza prasetya,1
"Tp aku gak tertarik gt sih diperusahaan itu, org it nya baru satu ",tp saya tidak tertarik gt sih diperusahaan itu org it nya baru satu,0
Dapatkan e-Tiket Murah & Promo Untuk Penerbangan Domestic & International BOOKING ONLINE Info Hub: 085216181177 www.surya-travel.jimdo.com,dapatkan e tiket murah promo untuk penerbangan domestic international booking online informasi hubungi 085216181177 link,1
"Aku mah sering ditinggal jualan, jd mau marah juga ntar alesannya ""duit kan buat km juga"", diem lgsg haha",saya mah sering ditinggal jualan jd mau marah juga nanti alesannya duit kan untuk kamu juga diem lgsg tertawa,0
Pesan resmi dari 3care Bahwa saya mendapatkan undian ketiga uang tunai 100juta.www.tri-indonesia2016.blogspot.com,pesan resmi dari 3care bahwa saya mendapatkan undian ketiga uang tunai 100juta link,1
Kalau 13.5 itu untuk ayam kremes dan cabai ijo teh...kalau untuk bakar dan rica rica kita kasih 15rb deh   ...sudah pakai box dan air gelas,kalau 13 5 itu untuk ayam kremes dan cabai ijo teh kalau untuk bakar dan rica rica kita kasih 15rb deh sudah pakai box dan air gelas,0
"Selamat anda telah terdaftar member M-PULSA dengan kode agen D303-111 Pin anda 1234 Saldo anda Rp,0.- untuk menambah saldo Ketik INFO Kirim ke +6287820008358",selamat anda telah terdaftar member m pulsa dengan kode agen d303 11 pin anda 1234 saldo anda rupiah 0 untuk menambah saldo ketik informasi kirim ke 628782008358,1
"soal ada multiple choice ada essay. Yg weka masuk ke essay, tapi ada juga file yang dikumpulkan.",soal ada multiple choice ada essay yang weka masuk ke essay tapi ada juga file yang dikumpulkan,0
Selamat Anda mendapatkan voucher Zalora Rp100rb. Masukkan kode voucher TSU59 saat transaksi di www.zalora.co.id/simPATI. Mau voucher lain? Hub *999*1#,selamat anda mendapatkan voucher zalora rp100rb masukkan kode voucher tsu59 saat transaksi di link mau voucher lain hubungi 99 1,1
"Plgn yth,TRI dan MNCTV sudah mengumumkan nomor Anda pd tgl 5 Agustus 2015 Tapi tdk dpt trsmbung jadi saya DESY HERMAWATI dr PT.HUTCHISON TRI di PLAZA SEMANGGI lt 1 jl.jend Sudirman kav 50 jkt pst kirim SMS sblum jtuh tempo bhwa NO simcard anda menang undian PESTA POIN TRI hadiah ke2 TOYOTA ALL NEW YARIS pin Anda .2d7id99 klik situs resmi di,www.my-tri2015.jimdo.com",plgn yang terhormat tri dan mnctv sudah mengumumkan nomor anda pd tgl 5 agustus 2015 tapi tidak dapat trsmbung jadi saya desy hermawati dari pt hutchison tri di plaza semanggi lt 1 jl jend sudirman kav 50 jkt pst kirim sms sblum jtuh tempo bhwa no simcard anda menang undian pesta poin tri hadiah ke2 toyota all new yaris pin anda 2d7id99 klik situs resmi di link,1
Ayo dukung pelestarian alam Indonesia bersama Indosat Ooredoo dan WWF-Indonesia dg berdonasi melalui *123*50# dari nomor Indosat Ooredoo.,ayo dukung pelestarian alam indonesia bersama indosat ooredoo dan wwf indonesia dg berdonasi melalui 123 50 dari nomor indosat ooredoo,1
Terimakasih. Paket 60 mb Anda telah aktif. Cek bonus *889#. Katalog Poin lengkap tsel.me/telkomselpoin. S&K berlaku,terimakasih paket 60 mb anda telah aktif cek bonus 889 katalog poin lengkap tsel me telkomselpoin s k berlaku,0
nama1 itu msh pake db aku yg lama itu msh anomali bisa nyesuain ga,nama1 itu msh pake db saya yang lama itu msh anomali bisa nyesuain tidak,0
INFO RESMI kepada bpk/ibu yang terhormat SELAMAT No ANDA Pemenang ke 2dari pesta isi ulang 3care No PIN:25e477r di undi tadi malam pkl 22:30 di SCTV U/info hadiah anda klik Www.3care16.blogspot.com,informasi resmi kepada bpk ibu yang terhormat selamat no anda pemenang ke 2dari pesta isi ulang 3care no pin 25e477r di undi tadi malam pkl 22 30 di sctv untuk informasi hadiah anda klik link,1
"Pelanggan yth,saya mba muliani operator Tri. Telah menghubungi anda tapi tidak tersambung jadi informasi ini saya sampaikan lewat SMS sebelum hadiahnya jatuh tempo. Selamat nomor Tri anda menang undian dr pesta isi ulang pulsa,Pin pemenang (25b17h) segera hubungi kantor Tri jakarta. Tlp; 089660608887 info klik: www.3tricard.blogspot.com",pelanggan yang terhormat saya mba muliani operator tri telah menghubungi anda tapi tidak tersambung jadi informasi ini saya sampaikan lewat sms sebelum hadiahnya jatuh tempo selamat nomor tri anda menang undian dari pesta isi ulang pulsa pin pemenang 25b17h segera hubungi kantor tri jakarta telepon 08966060887 informasi klik link,1
Kami sdh mnghubungi tdk trsambung SIM CARD anda mendapatkan hadiah ketiga dri PT.AXIS pin [02399877] Klik  www.hadiah-ptaxis.blogspot.co.id,kami sudah mnghubungi tidak trsambung sim card anda mendapatkan hadiah ketiga dari pt axis pin 02399877 klik link,1
Kamu yah yang ngajakin mereka.,kamu yah yang ngajakin mereka,0
Pelanggan Yth SimCARD Anda M-dptkan Cek Tuanai Rp:27jt Dari PT.TRICARE INDONESIA Pin Anda HDR7JN7 U/Cek Pin Kunjungi www.programundiantricare-2015.blogspot.co.id,pelanggan yang terhormat simcard anda m dptkan cek tuanai rupiah 27jt dari pt tricare indonesia pin anda hdr7jn7 untuk cek pin kunjungi link,1
"Krim ke BNI aja a/n Ayu Suryani no rek 0215891174, klo sudah dikirim kabarin ya!",krim ke bni saja a n ayu suryani no rekening 0215891174 klo sudah dikirim kabarin ya,1
"Jangan dikejar diskon berlari, beli RAWIT diskon datang sendiri.AYO isi ulang kartu AXIS kamu sekarang,dan pastikan besok ikutan promo Rabu RAWIT.Info838.LD279",jangan dikejar diskon berlari beli rawit diskon datang sendiri ayo isi ulang kartu axis kamu sekarang dan pastikan besok ikutan promo rabu rawit info838 ld279,1
"Maaf…! saya bu RATNA meganai RUMAH saya Sudah liat, soalnya saya lagi di bandara silahkan hubungi suami saya H. ARIF ISKANDAR,SE hp:081218844557 trims.",maaf saya bu ratna meganai rumah saya sudah liat soalnya saya lagi di bandara silahkan hubungi suami saya h arif iskandar se handphone 081218844557 trims,1
"Iya, semua kamera kecuali kamera lia aku taro di situ semua",iya semua kamera kecuali kamera lia saya taro di situ semua,0
"PROMO: Beli paket Flash mulai 3,5GB di My Telkomsel App dpt extra paket 1GB midnight (00-09). Buruan, promo terbatas! S&K",promo beli paket flash mulai 3 5gb di my telkomsel app dapat extra paket 1gb midnight 00 09 buruan promo terbatas s k,1
"HARI INI Freedom Combo XL Rp89rb (normal Rp149rb). DOUBLE kuota 5GB+5GB(4G)+ PROMO 10GB(4G), UNLIMITED nelp & SMS ke Indosat Ooredoo. Ketik FREEDOM XL ke 363",hari ini freedom combo xl rp89rb normal rp149rb double kuota 5gb 5gb 4g promo 10gb 4g unlimited nelp sms ke indosat ooredoo ketik freedom xl ke 363,1
kalo aku ngasihinnya habis ashar aja gpp ?,kalau saya ngasihinnya habis ashar saja tidak apa apa,0
"Ada yg nikah muda, ada yg gagal nikah, ada yg pacaran lama eh putus tapi alesannya karna terlalu sayang jd gak mau nyakitin (pret), ada yg jagain jodoh org, ada yg ah banyak lah wkwk",ada yang nikah muda ada yang gagal nikah ada yang pacaran lama eh putus tapi alesannya karena terlalu sayang jd tidak mau nyakitin pret ada yang jagain jodoh org ada yang ah banyak lah tertawa,0
Buktikan hematnya pakai argo tetap di Bandung dengan GrabCar hingga 20%. Hayu ajakan rerencangan sareng buktikeun nyalira!,buktikan hematnya pakai argo tetap di bandung dengan grabcar hingga 20 hayu ajakan rerencangan sareng buktikeun nyalira,1
"I’m spreading the GO-JEK love. Download the GO-JEK app at “http://go-jek.com/app” and input this referral code “545075264” to get Rp 50,000 free credit to your first booking. #gojekgotmehere",i m spreading the go jek love download the go jek app at link and input this referral code 545075264 to get rupiah 50 00 free credit to your first booking gojekgotmehere,1
Mgkin periksa nama id di view jg sep,mgkin periksa nama id di view juga sep,0
Biasanya mah stasiun teh sebelum lewatin rel nama1,biasanya mah stasiun teh sebelum lewatin rel nama1,0
"PESAN RESMI dri TRI 3Care, Slmt Anda mdpt Hadiah 1 Unit Mobil HONDA JAZZ RS. No.PIN Pemenang Anda: 47BL759. Utk Info Kunjungi: www.layanantricare-2016.jimdo.com ",pesan resmi dari tri 3care selamat anda mdpt hadiah 1 unit mobil honda jazz rs no pin pemenang anda 47bl759 untuk informasi kunjungi link,1
"Selamat!! anda Mendpt hadiah Rp. 75 juta. Dari TELKOMSEL point ""Edisi september"" Hub kntr pusat",selamat anda mendpt hadiah rupiah 75 juta dari telkomsel point edisi september hubungi kntr pusat,1
Blm mad ntr sore td udh ktmu,belum mad nanti sore tadi sudah ktmu,0
Selamat KPD pemilik NO simCARD 085643XXXXXX mendapatkan . UANG TUNAI Rp 49jt dari PT.INDOSAT pin:RWD2749 www.indosat-poin-2013.jimdo.com atau HUB 085693577707 !spam!,selamat kpd pemilik no simcard 085643xx mendapatkan uang tunai rupiah 49jt dari pt indosat pin rwd2749 link atau hubungi 08569357707 spam,1
Pak mau pesen nasi goreng spesial 2 bungkus ke Graha desilla kmr 14.,pak mau pesen nasi goreng spesial 2 bungkus ke graha desilla kmr 14,0
Aamiin. Makasih semuanya..semoga teman2 cepat nyusul dan semoga segala urusannya diberikan kelancaran oleh Allah.aamiin,aamiin makasih semuanya semoga teman2 cepat nyusul dan semoga segala urusannya diberikan kelancaran oleh allah aamiin,0
Pelanggan Yth. SIMCARD Anda sbg Pemenang Mendptkan Hadiah Mobil Toyota ALL NEW YARIS PIN:8JF2177 dari GEBYAR UNDIAN 3 CARE Untuk Info Lenkap Klik: www.infohadiah3care2016.blogspot.co.id,pelanggan yang terhormat simcard anda sbg pemenang mendapatkan hadiah mobil toyota all new yaris pin 8jf2177 dari gebyar undian 3 care untuk informasi lenkap klik link,1
PT.BNI (persero) Tbk. Rekening Anda Terpilih dapat Rp.27jt Dari Rejeki Bni Taplus. Kode Cek 02599875 Silahkan Klik  www.bnitaplus46.tk,pt bni persero tbk rekening anda terpilih dapat rupiah 27jt dari rejeki bni taplus kode cek 02599875 silahkan klik link,1
"Pinjaman s/d 1 miliard jaminan bpkb mobil/truck min th 1998. Bunga 0,8%. Syarat mudah. Proses1hari  PT. Bunas Finance Tbk (cover all wilayah) ANDI 081330134449",pinjaman s d 1 miliard jaminan bpkb mobil truck min th 1998 bunga 0 8 syarat mudah proses1hari pt bunas finance tbk cover all wilayah andi 08133013449,1
"Segan baa lo ko wqwq hai di, gila kurus banget skrg diii",segan baa lo ko wqwq hai di gila kurus banget sekarang dii,0
Oiya ya nama1  ih knapa bsa begitu?sayang bgt tabungannya :(,oiya ya nama1 ih knapa bsa begitu sayang banget tabungannya,0
"Nikmati diskon 25% tarif SLI 008 ke SEMUA NEGARA mulai pukul 00.00 sd 06.00 WIB, sd 31Agustus 13. Info lengkap ketik *122*5*4# atau www.indosat.com/iddpromo",nikmati diskon 25 tarif sli 008 ke semua negara mulai pukul 00 00 sd 06 00 wib sd 31agustus 13 informasi lengkap ketik 122 5 4 atau link,1
"SMLT_Anda m-ndpt Hadiah TOYOTA ALL New AVANZA, dr TELKOMSELpoin, Pin pemenang anda b89c7h9. U/INFO Lebih lengkap kunjungi: http;//gebyartelkomsel.juplo.com",smlt anda m ndpt hadiah toyota all new avanza dari telkomselpoin pin pemenang anda b89c7h9 untuk informasi lebih lengkap kunjungi http gebyartelkomsel juplo com,1
"Tambahan THR dr MatahariMall. Kode THR6 utk Diskon 6% Elektronik, kode THR15 utk Diskon 15% Lifestyle, kode THR25 utk Diskon 25% Fashion. http://mthr.ml/TSELTHR",tambahan thr dari mataharimall kode thr6 untuk diskon 6 elektronik kode thr15 untuk diskon 15 lifestyle kode thr25 untuk diskon 25 fashion link,1
"Mau internetan kuota BESAR dan harga MURAH? Buruan cek di *345#, penawaran ini khusus nomor kamu & cuma berlaku sebelum 16 Juli 2016",mau internetan kuota besar dan harga murah buruan cek di 345 penawaran ini khusus nomor kamu cuma berlaku sebelum 16 juli 2016,1
nama1;Graha Desila kmr 14 Lt.2;Aqua;20000(kembalian),nama1 graha desila kmr 14 lt 2 aqua 200 kembalian,0
Tingkatkan nilai isi ulang Anda selanjutnya minimal Rp10ribu untuk bisa mendapatkan Paket MURAH PAS di *100*999#. Info 188.,tingkatkan nilai isi ulang anda selanjutnya minimal rp10ribu untuk bisa mendapatkan paket murah pas di 100 99 informasi 188,1
"Jajaran kantin 79 kesana deket2 pengkolan pokoknya kang, ada tulisanya da",jajaran kantin 79 kesana deket2 pengkolan pokoknya kang ada tulisanya da,0
"Boleh bu, kalau ada yang bakal pindah bulan itu. Kalau tidak keberatan bisa kabarin Bu. Terima kasih.",boleh bu kalau ada yang bakal pindah bulan itu kalau tidak keberatan bisa kabarin bu terima kasih,0
Dapatkan E-TICKET Promo untuk penerbangan DOMESTIK & INTERNASIONAL melalui Via Online mudah & aman. Hub ; 085285485509 klick. www.mhegatravel.com,dapatkan e ticket promo untuk penerbangan domestik internasional melalui via online mudah aman hubungi 085285485509 klick link,1
Lagian pasti ga boleh gera sma si kaka tp kalo dianterin aku ga enak,lagian pasti tidak boleh gera sma si kaka tp kalau dianterin saya tidak enak,0
"Hallo urang minang, ado sticker rancak di Group Line Urang Kampuang MINANG GUY, beli pake pulsa Telkomsel",hallo urang minang ado sticker rancak di group line urang kampuang minang guy beli pake pulsa telkomsel,1
Selamat! Anda sudah mengaktifkan INSTINK utk dpt info menarik dari Telkomsel. Info berhenti program:*600*600#. CS:133/188,selamat anda sudah mengaktifkan instink untuk dapat informasi menarik dari telkomsel informasi berhenti program 600 600 cs 133 188,1
Download dan rasakan serunya game-game premium pilihan hanya di *900#,download dan rasakan serunya game game premium pilihan hanya di 900,1
"TOGEL SGP EDISI SENIN 10/06/2013 ANGKA JITU 40,76,65,53,89 di jamin tbs,stlh tbs anda harus krim plsa 100rb sebagai maharnya dkrm ke no; 082329969711 KI KARSO",togel sgp edisi senin 10 06 2013 angka jitu 40 76 65 53 89 di jamin tbs stlh tbs anda harus krim plsa 100rb sebagai maharnya dkrm ke no 082329969711 ki karso,1
PESTA M-TRONIK!! Anda sebagai pelanggan Setia M-Tronik terpilih Pemenang HADIAH ke(3) PIN pemenang:2AIU87E U/info klik www.info-undianmtronik.jimdo.com,pesta m tronik anda sebagai pelanggan setia m tronik terpilih pemenang hadiah ke 3 pin pemenang 2aiu87e untuk informasi klik link,1
Surat Keputusan dari Tri Care Indonesia No.XV/2015 Pin_Pemenang ANDA : 67ytg44 mendapatkan hadiah cek tunai Rp 45 jt. U/INFO kunjungi: www.id.tri.webnode.com.,surat keputusan dari tri care indonesia no xv 2015 pin pemenang anda 67ytg44 mendapatkan hadiah cek tunai rupiah 45 juta untuk informasi kunjungi link,1
"Tadi udah bertemu beliau pa. Kata beliau, pengujiannya bisanga besok pa.",tadi sudah bertemu beliau pa kata beliau pengujiannya bisanga besok pa,0
Aigoo banyak banget chatnyaa aku baru liat hape hehehe,aigoo banyak banget chatnyaa saya baru liat hape hehehe,0
"TOKO JAYA BB,,, discount 50% berbagai type BLACKBERRY Gemini 900 ribu, Torch 2,5 jt, Dakota 2,8 jta NOKIA& SAMSUNG, Info klik www.jayabb.com",toko jaya bb discount 50 berbagai type blackberry gemini 900 ribu torch 2 5 juta dakota 2 8 jta nokia samsung informasi klik link,1
Biar rapih aj mad. Ini controllernya msh digabung2 aku bikinnya perfungsi soalnya,biar rapih aj mad ini controllernya msh digabung2 saya bikinnya perfungsi soalnya,0
"Btw magicomnya yg sedang Gais, gaada yg gede",btw magicomnya yang sedang gais gaada yang gede,0
"Yuk Ikuti akun dakwah, caranya: ketik IKUT [spasi] AkuCintaIslam kirim ke 082110001021.",yuk ikuti akun dakwah caranya ketik ikut spasi akucintaislam kirim ke 08211001021,1
"YTH,MIitra Silahkan cek poin anda dan tukarkan ke admin kami dengan format PO.PIN kirim ke +62xxxxxxxxxx",yang terhormat miitra silahkan cek poin anda dan tukarkan ke administrasi kami dengan format po pin kirim ke 62xx,1
Oh oke de. kalau selanjutnya isi deposit transfer kmn?,oh oke de kalau selanjutnya isi deposit transfer kmn,0
Rp30rb/bln utk 3 bln (hrg normal Rp59rb utk bln ke-4 dst) bisa NELPON & SMS SEPUASNYA ke IM3 plus kuota 3GB+10GB (4G).  Mau? Ketik YA ke 919 sd 05-Aug-16,rp30rb bln untuk 3 bln hrg normal rp59rb untuk bln ke 4 dst bisa nelpon sms sepuasnya ke im3 plus kuota 3gb 10gb 4g mau ketik ya ke 919 sd 05 aug 16,1
"Kesempatan jadi AGEN PULSA MKIOS ALL Operator harga V5=4500, V10=8500, V20=18rb, V25=23rb, V50=45rb, V100=90rb Cara Ketik Daftar kirim ke 087888366677",kesempatan jadi agen pulsa mkios all operator harga v5 4500 v10 8500 v20 18rb v25 23rb v50 45rb v100 90rb cara ketik daftar kirim ke 0878836677,1
"Kirim ke MANDIRI aja, a/n ARYA. rek: 131-000-7252-937. klo sudah kabarin ya!",kirim ke mandiri saja a n arya rekening 131 00 7252 937 klo sudah kabarin ya,1
Oke deh aku jg emang pengen ngumpul sih kapan lg :(,oke deh saya juga emang pengen ngumpul sih kapan lagi,0
"Selain dicetak, rundown jg dkrm ke email di nama1 nuhun. Dtgu d prodi sampai 4.30. Dipercepat 30 menit.",selain dicetak rundown juga dkrm ke email di nama1 nuhun dtgu d prodi sampai 4 30 dipercepat 30 menit,0
Pelanggan YTH. SIMCARD Anda sbg Pemenang Mendptkan HADIAH Mobil Toyota ALL NEW YARIS PIN:8JF2177 dari GEBYAR UNDIAN 3 CARE Untuk Info Lenkap Klik: www.infogebyarhadiah3care.blogspot.co.id,pelanggan yang terhormat simcard anda sbg pemenang mendapatkan hadiah mobil toyota all new yaris pin 8jf2177 dari gebyar undian 3 care untuk informasi lenkap klik link,1
"nama1  udh nama1 transfer, maacih nur 😊",nama1 sudah nama1 transfer maacih nur,0
Hanya HARI INI!!! Cuma dengan seribu kamu langsung dapat 200 MB untuk 3 hari. Cukup balas SMS ini dengan ketik yA4. Buruan beli sekrang TL049B,hanya hari ini cuma dengan seribu kamu langsung dapat 200 mb untuk 3 hari cukup balas sms ini dengan ketik ya4 buruan beli sekrang tl049b,1
Nasabah BRI Yth. Norek anda terpilih sebagai pemenang UNDIAN BRI-2016 KODE PIN anda (ijh76k79) U\info HADIAH anda klik: www.undian2016bri.blogspot.co.id,nasabah bri yang terhormat norek anda terpilih sebagai pemenang undian bri 2016 kode pin anda ijh76k79 untuk informasi hadiah anda klik link,1
"Pak, MK yang nama1 kontrak Data Mining dgn kode IK566 bukan dwm, seperti yg bapak sampaikan dulu agar mengingatkan bapak ketika penginputan nilai, terimakasih.",pak mk yang nama1 kontrak data mining dengan kode ik566 bukan dwm seperti yang bapak sampaikan dulu agar mengingatkan bapak ketika penginputan nilai terimakasih,0
"Airnya asa kurang lancar, besok ku tanya papa yah,",airnya asa kurang lancar besok ku tanya papa yah,0
Internetan puas kapan aja buat kamu yang butuh kuota besar. Paket SUMO 30GB 30hari semua jaringan. Beli di *123*3*3#. Info 123. D956,internetan puas kapan saja untuk kamu yang butuh kuota besar paket sumo 30gb 30hari semua jaringan beli di 123 3 3 informasi 123 d956,1
"GRATIS Internetan hg 1000 MB, Nelpon 1000 Menit & 1000 SMS ke Sesama Indosat dg IsiUlang mulai 10Rb.Utk daftar ketik GRATIS kirim ke 123 (GRATIS) lalu isi Ulang",gratis internetan hg 100 mb nelpon 100 menit 100 sms ke sesama indosat dg isiulang mulai 10rb untuk daftar ketik gratis kirim ke 123 gratis lalu isi ulang,1
Pagi bu saya dengan nama1 dari Bebek Komar ...sangat bisa bu untuk pesanan besok bu...menu yang di pesan apa ya bu...diantar ke mana ya...nuhun,pagi bu saya dengan nama1 dari bebek komar sangat bisa bu untuk pesanan besok bu menu yang di pesan apa ya bu diantar ke mana ya nuhun,0
"Spesial untuk Anda! Paket Flash Volume Ultima, kuota 1,8GB/30hr, kuota lebih banyak! Harga mulai Rp60rb di *100*473#. Tarif&lokasi cek di tsel.me/FL",spesial untuk anda paket flash volume ultima kuota 1 8gb 30hr kuota lebih banyak harga mulai rp60rb di 100 473 tarif lokasi cek di tsel me fl,1
INFO RESMI PT.TRI.3 SimCard anda Resmi M-dptkan Hadiah MOBIL MAZDA-2 KODE PIN: E2747MLB Info Hub: 08996913677 KLIK: www.inforesmi3care.com,informasi resmi pt tri 3 simcard anda resmi m dptkan hadiah mobil mazda 2 kode pin e2747mlb informasi hubungi 08996913677 klik link,1
"INFO PT.M-KIOS hsil pengundian berkat isi pulsa, Selamat No.HP 0852952xxxxx m-dpt Hadiah PIN Pemenang anda 94ad653 Info klik www.berkat-isiulang-pulsa.webs.com",informasi pt m kios hsil pengundian berkat isi pulsa selamat no handphone 0852952xx m dapat hadiah pin pemenang anda 94ad653 informasi klik link,1
Gak takut kok. Tp emang blm mau. Gatau sampe kapan kwkw,tidak takut kok tp emang belum mau gatau sampe kapan kwkw,0
"Selain itu saya punya ide untuk menggabungkan beberapa device HP sebagai sumber sensor, misal untuk deteksi longsor atau gempa ini terkait trend sekarang: iOT (internet of thing), silahkan bagi yg tertarik :)",selain itu saya punya ide untuk menggabungkan beberapa device handphone sebagai sumber sensor misal untuk deteksi longsor atau gempa ini terkait trend sekarang iot internet of thing silahkan bagi yang tertarik,0
"Terima kasih telah menjadi Sahabat IndosatOoredoo. Kenalan tanpa batas dan BONUS GRATIS NELPON 60 menit, hub *955*1# lalu YA/OK",terima kasih telah menjadi sahabat indosatooredoo kenalan tanpa batas dan bonus gratis nelpon 60 menit hubungi 955 1 lalu ya ok,1
"MODAL USAHA : Solusi keuangan anda hanya copy ktp, kartu kredit, npwp, no rek pribdi bisa dapat 125 - 200 jt dr bank hub LIA di 085710489257 082112755426 91066949",modal usaha solusi keuangan anda hanya copy ktp kartu kredit npwp no rekening pribdi bisa dapat 125 200 juta dari bank hubungi lia di 085710489257 082112755426 91066949,1
"Ayam aja Pak, terus satu paket itu sama isinya ap aja?",ayam saja pak terus satu paket itu sama isinya ap saja,0
